User_ID,User_Name,Join_Date,Last_Login,Monthly_Price,Watch_Hours,Favorite_Genre,Active_Devices,Profile_Count,Parental_Controls,Total_Movies_Watched,Total_Series_Watched,Country,Payment_Method,Language_Preference,Recommended_Content_Count,Average_Rating_Given,Has_Downloaded_Content,Membership_Status,Loyalty_Points,First_Device_Used,Age_Group,Primary_Watch_Time,Watch_Hour_Group,Loyalty_Point_Group,Age_Category
7663,David,5/5/2024,11/28/2024,7.99,432,Documentary,5,4,True,263,55,France,Credit Card,English,22,3.5,True,Active,1294,Desktop,45-54,Morning,301-500 ,1000-1999 ,Older Streamers
2647,John,7/23/2024,12/17/2024,7.99,393,Horror,4,2,True,487,105,Canada,PayPal,French,99,3.4,False,Active,2460,Tablet,35-44,Morning,301-500 ,2000-2999 ,Mature Streamers
6539,Katherine,4/19/2024,12/1/2024,11.99,203,Horror,1,3,False,961,41,Australia,Debit Card,German,76,4.2,True,Active,3276,Smart TV,55+,Late Night,201-300 ,3000-3999 ,Senior Streamers
3472,James,9/19/2023,11/23/2024,7.99,43,Comedy,4,1,False,973,7,UK,Credit Card,Hindi,76,4.1,True,Active,941,Smartphone,55+,Morning,0-50 ,0-999 ,Senior Streamers
4314,Alicia,7/10/2023,12/15/2024,7.99,311,Romance,3,5,True,724,191,USA,PayPal,Hindi,55,4.7,True,Active,4062,Smart TV,35-44,Morning,301-500 ,4000-4990 ,Mature Streamers
6739,Richard,7/30/2024,12/1/2024,11.99,23,Documentary,5,3,False,725,168,USA,Debit Card,Hindi,25,3.6,True,Active,4322,Laptop,18-24,Late Night,0-50 ,4000-4990 ,Young Streamers
6368,Robert,8/28/2023,12/14/2024,11.99,370,Comedy,3,4,True,973,152,Canada,Credit Card,Hindi,98,3.1,True,Active,1456,Tablet,45-54,Afternoon,301-500 ,1000-1999 ,Older Streamers
7309,Emily,6/30/2024,11/19/2024,15.99,343,Documentary,2,2,False,830,172,Canada,Credit Card,German,99,4.9,False,Active,1281,Smart TV,45-54,Morning,301-500 ,1000-1999 ,Older Streamers
3976,Catherine,11/7/2023,12/3/2024,7.99,391,Sci-Fi,4,6,False,726,176,Canada,Debit Card,French,65,3.8,False,Active,1926,Laptop,45-54,Afternoon,301-500 ,1000-1999 ,Older Streamers
7230,Jeffrey,6/20/2024,12/13/2024,11.99,405,Drama,3,3,False,90,151,Canada,Debit Card,German,64,4.1,False,Active,1368,Smart TV,35-44,Late Night,301-500 ,1000-1999 ,Mature Streamers
8888,Eric,4/22/2024,12/13/2024,15.99,14,Horror,5,1,False,617,128,India,Debit Card,French,31,3.5,False,Active,571,Smartphone,35-44,Evening,0-50 ,0-999 ,Mature Streamers
1194,Richard,10/20/2024,12/2/2024,7.99,11,Horror,4,6,False,246,96,France,PayPal,Spanish,56,4.6,True,Active,3807,Laptop,55+,Morning,0-50 ,3000-3999 ,Senior Streamers
6983,Jennifer,8/28/2024,12/7/2024,11.99,335,Sci-Fi,1,2,True,484,54,UK,PayPal,French,51,4.0,True,Active,3424,Smartphone,45-54,Evening,301-500 ,3000-3999 ,Older Streamers
1413,Charles,12/20/2022,11/30/2024,11.99,408,Sci-Fi,3,5,True,418,198,USA,PayPal,Spanish,0,3.0,False,Active,1428,Smartphone,18-24,Afternoon,301-500 ,1000-1999 ,Young Streamers
9509,Samantha,7/28/2024,11/26/2024,11.99,302,Action,2,2,False,431,116,India,Debit Card,French,15,3.9,True,Active,2387,Smart TV,45-54,Morning,301-500 ,2000-2999 ,Older Streamers
6330,Meghan,1/25/2024,12/4/2024,7.99,329,Sci-Fi,4,1,True,973,163,USA,Cryptocurrency,English,78,4.2,True,Active,218,Tablet,18-24,Evening,301-500 ,0-999 ,Young Streamers
2504,Calvin,8/22/2024,12/15/2024,11.99,328,Comedy,4,6,True,858,159,UK,PayPal,German,75,4.6,True,Active,68,Smartphone,45-54,Afternoon,301-500 ,0-999 ,Older Streamers
6593,Richard,8/13/2024,12/7/2024,11.99,353,Drama,3,6,False,637,160,UK,Debit Card,English,67,5.0,True,Active,2749,Desktop,45-54,Late Night,301-500 ,2000-2999 ,Older Streamers
9537,Richard,2/20/2024,11/20/2024,11.99,386,Comedy,3,3,False,693,61,UK,Cryptocurrency,Hindi,48,3.8,False,Active,4942,Smart TV,35-44,Afternoon,301-500 ,4000-4990 ,Mature Streamers
9628,Maria,10/27/2023,12/11/2024,7.99,401,Comedy,5,6,False,308,103,USA,Credit Card,Mandarin,98,3.1,True,Active,1813,Laptop,35-44,Morning,301-500 ,1000-1999 ,Mature Streamers
4024,Sarah,4/21/2023,12/7/2024,7.99,286,Drama,3,1,False,843,26,UK,PayPal,German,11,3.5,False,Active,318,Tablet,55+,Morning,201-300 ,0-999 ,Senior Streamers
5321,Joseph,12/30/2023,12/10/2024,7.99,20,Romance,5,2,False,895,40,Canada,Cryptocurrency,English,97,3.8,False,Active,4216,Desktop,55+,Afternoon,0-50 ,4000-4990 ,Senior Streamers
3926,Sheri,11/20/2024,11/25/2024,7.99,167,Romance,3,1,True,466,69,France,Cryptocurrency,Mandarin,86,4.3,False,Active,3003,Smart TV,35-44,Evening,101-200 ,3000-3999 ,Mature Streamers
8738,Ashley,9/21/2024,11/29/2024,7.99,427,Romance,1,1,True,886,17,UK,Debit Card,Mandarin,41,4.1,False,Active,342,Smart TV,45-54,Afternoon,301-500 ,0-999 ,Older Streamers
2701,Victor,5/5/2024,12/1/2024,11.99,13,Drama,4,6,True,537,121,Australia,Cryptocurrency,Spanish,17,3.1,True,Active,2124,Desktop,55+,Morning,0-50 ,2000-2999 ,Senior Streamers
5339,Tommy,2/19/2024,12/14/2024,15.99,53,Action,5,5,False,524,161,France,Cryptocurrency,German,65,4.9,False,Active,1016,Desktop,45-54,Afternoon,51-100 ,1000-1999 ,Older Streamers
1612,Trevor,5/23/2023,12/4/2024,7.99,197,Action,1,2,True,409,22,India,Debit Card,German,64,4.3,True,Active,1925,Tablet,35-44,Morning,101-200 ,1000-1999 ,Mature Streamers
5407,William,10/13/2023,12/4/2024,7.99,429,Horror,3,5,False,988,115,USA,Credit Card,Spanish,19,4.3,True,Active,3773,Laptop,25-34,Late Night,301-500 ,3000-3999 ,Adult Streamers
8225,Darrell,5/8/2024,11/24/2024,15.99,282,Horror,1,1,True,386,177,Germany,PayPal,Spanish,17,3.4,True,Active,1231,Laptop,55+,Afternoon,201-300 ,1000-1999 ,Senior Streamers
4714,Dana,10/13/2024,11/20/2024,11.99,248,Sci-Fi,5,6,False,996,24,Australia,Debit Card,German,53,3.3,True,Active,62,Desktop,25-34,Evening,201-300 ,0-999 ,Adult Streamers
3826,Richard,10/2/2024,12/16/2024,11.99,406,Documentary,3,3,False,369,13,USA,Cryptocurrency,Mandarin,82,4.7,False,Active,1580,Tablet,55+,Late Night,301-500 ,1000-1999 ,Senior Streamers
3781,Jasmine,12/17/2024,11/29/2024,15.99,249,Romance,1,4,True,713,125,UK,PayPal,German,95,4.8,False,Active,74,Laptop,18-24,Morning,201-300 ,0-999 ,Young Streamers
5635,Chelsea,10/18/2023,11/24/2024,7.99,12,Horror,2,4,False,928,147,Australia,Debit Card,English,92,4.7,False,Active,3452,Tablet,25-34,Late Night,0-50 ,3000-3999 ,Adult Streamers
2291,Courtney,4/12/2023,12/1/2024,7.99,57,Action,2,6,True,869,107,Australia,Credit Card,Spanish,67,4.3,False,Active,4792,Desktop,18-24,Afternoon,51-100 ,4000-4990 ,Young Streamers
3119,Stacey,9/18/2024,12/13/2024,7.99,247,Romance,5,6,True,563,185,Australia,Debit Card,Mandarin,3,4.8,False,Active,4378,Smart TV,45-54,Evening,201-300 ,4000-4990 ,Older Streamers
5280,Kristy,3/25/2023,11/29/2024,7.99,25,Horror,5,2,True,429,138,Australia,Credit Card,English,40,3.5,False,Active,1713,Smartphone,55+,Late Night,0-50 ,1000-1999 ,Senior Streamers
2546,Terri,5/17/2023,12/3/2024,15.99,425,Comedy,3,6,False,236,37,Australia,Debit Card,English,49,4.0,False,Active,1201,Smartphone,25-34,Evening,301-500 ,1000-1999 ,Adult Streamers
5975,Jessica,9/24/2023,12/17/2024,7.99,315,Documentary,2,5,True,889,80,Germany,Credit Card,German,52,4.4,True,Active,416,Smart TV,55+,Afternoon,301-500 ,0-999 ,Senior Streamers
9113,Aaron,9/13/2024,11/30/2024,7.99,466,Comedy,4,4,False,785,12,UK,Debit Card,Spanish,94,4.9,False,Active,17,Desktop,55+,Evening,301-500 ,0-999 ,Senior Streamers
6250,Madison,7/8/2024,11/22/2024,15.99,207,Sci-Fi,3,6,False,909,164,Canada,Credit Card,Hindi,75,4.2,True,Active,4820,Laptop,45-54,Afternoon,201-300 ,4000-4990 ,Older Streamers
6190,Alyssa,11/17/2024,12/8/2024,7.99,248,Drama,5,2,False,142,22,USA,Debit Card,Mandarin,94,4.2,False,Active,1758,Tablet,55+,Late Night,201-300 ,1000-1999 ,Senior Streamers
5713,Carlos,4/17/2024,11/24/2024,7.99,278,Drama,5,1,False,743,180,USA,Cryptocurrency,Hindi,0,4.3,True,Active,2568,Desktop,45-54,Morning,201-300 ,2000-2999 ,Older Streamers
1932,Scott,1/21/2024,12/17/2024,7.99,315,Documentary,1,2,False,40,188,France,Debit Card,French,86,3.7,True,Active,4235,Smartphone,45-54,Late Night,301-500 ,4000-4990 ,Older Streamers
6527,Debra,5/25/2023,11/23/2024,7.99,190,Romance,4,1,True,400,151,Australia,PayPal,German,52,4.3,False,Active,3775,Desktop,55+,Late Night,101-200 ,3000-3999 ,Senior Streamers
9363,Ashley,10/5/2024,11/23/2024,11.99,190,Horror,2,1,False,359,192,Germany,PayPal,English,38,4.4,True,Active,92,Smartphone,45-54,Afternoon,101-200 ,0-999 ,Older Streamers
5019,Elizabeth,10/2/2024,12/12/2024,15.99,408,Documentary,4,3,False,711,23,Germany,Credit Card,French,65,3.6,True,Active,72,Laptop,25-34,Evening,301-500 ,0-999 ,Adult Streamers
9258,Bianca,2/26/2024,12/6/2024,15.99,227,Documentary,2,1,False,581,146,Germany,PayPal,Spanish,37,4.4,False,Active,2488,Smartphone,18-24,Evening,201-300 ,2000-2999 ,Young Streamers
7512,Joann,12/13/2023,11/24/2024,11.99,479,Comedy,2,4,True,923,182,India,Debit Card,Hindi,14,4.9,True,Active,2666,Laptop,55+,Afternoon,301-500 ,2000-2999 ,Senior Streamers
8195,Gail,4/17/2023,11/20/2024,11.99,415,Drama,3,1,False,381,78,Germany,Debit Card,Mandarin,84,4.4,True,Active,4221,Tablet,55+,Morning,301-500 ,4000-4990 ,Senior Streamers
8242,Daniel,12/19/2022,12/4/2024,11.99,204,Romance,4,4,True,706,153,Canada,PayPal,Hindi,94,3.7,True,Active,4569,Smartphone,55+,Late Night,201-300 ,4000-4990 ,Senior Streamers
2220,Felicia,10/21/2023,11/28/2024,15.99,205,Comedy,3,1,True,792,103,Germany,PayPal,Mandarin,24,3.9,True,Active,2695,Laptop,55+,Evening,201-300 ,2000-2999 ,Senior Streamers
9308,Jennifer,9/30/2024,11/25/2024,11.99,64,Documentary,2,3,True,221,4,USA,PayPal,Mandarin,88,3.7,True,Active,48,Tablet,18-24,Afternoon,51-100 ,0-999 ,Young Streamers
3437,Susan,1/24/2023,12/5/2024,7.99,281,Sci-Fi,2,4,False,770,74,Australia,Debit Card,German,12,4.0,False,Active,1526,Laptop,35-44,Late Night,201-300 ,1000-1999 ,Mature Streamers
8305,Ashley,1/26/2023,12/6/2024,11.99,78,Comedy,4,5,False,914,22,France,Debit Card,German,14,4.5,False,Active,4934,Smartphone,35-44,Late Night,51-100 ,4000-4990 ,Mature Streamers
6773,Jeffrey,2/6/2024,11/29/2024,7.99,343,Drama,4,1,True,492,187,USA,PayPal,French,75,4.9,True,Active,628,Desktop,45-54,Late Night,301-500 ,0-999 ,Older Streamers
3010,Amanda,11/3/2024,11/24/2024,11.99,318,Sci-Fi,1,5,False,925,191,Australia,PayPal,Mandarin,38,4.6,True,Active,167,Tablet,25-34,Afternoon,301-500 ,0-999 ,Adult Streamers
3622,Paul,8/16/2024,12/9/2024,7.99,444,Drama,3,5,False,183,195,France,Cryptocurrency,Mandarin,36,4.7,False,Active,1309,Smart TV,25-34,Morning,301-500 ,1000-1999 ,Adult Streamers
6006,Mark,9/7/2024,11/19/2024,11.99,171,Horror,3,1,True,889,54,France,Cryptocurrency,German,1,3.3,True,Active,710,Smartphone,45-54,Late Night,101-200 ,0-999 ,Older Streamers
1338,Lisa,3/26/2023,12/2/2024,15.99,309,Romance,5,4,False,174,172,Australia,Cryptocurrency,English,71,3.1,True,Active,106,Smart TV,55+,Morning,301-500 ,0-999 ,Senior Streamers
6722,Matthew,5/8/2023,11/27/2024,15.99,447,Comedy,5,2,False,709,93,India,Debit Card,German,35,4.8,True,Active,2652,Smart TV,25-34,Evening,301-500 ,2000-2999 ,Adult Streamers
5871,Travis,7/13/2024,12/4/2024,7.99,120,Romance,3,5,True,783,81,Canada,PayPal,Mandarin,52,4.3,False,Active,4879,Laptop,55+,Afternoon,101-200 ,4000-4990 ,Senior Streamers
9290,Reginald,11/9/2023,12/8/2024,15.99,168,Action,5,4,True,304,196,USA,Debit Card,Spanish,44,4.1,False,Active,1426,Smart TV,35-44,Afternoon,101-200 ,1000-1999 ,Mature Streamers
8567,Jennifer,5/18/2024,12/13/2024,7.99,203,Sci-Fi,1,3,True,738,96,Australia,Cryptocurrency,French,10,4.0,False,Active,1504,Laptop,18-24,Afternoon,201-300 ,1000-1999 ,Young Streamers
5253,Debra,12/7/2023,11/24/2024,11.99,436,Comedy,5,5,True,228,110,Australia,Cryptocurrency,Hindi,78,4.5,True,Active,1518,Desktop,35-44,Morning,301-500 ,1000-1999 ,Mature Streamers
8172,Ian,3/21/2024,12/17/2024,11.99,195,Romance,5,6,True,997,107,Canada,Credit Card,French,78,4.9,False,Active,708,Tablet,45-54,Evening,101-200 ,0-999 ,Older Streamers
2154,Cassie,12/11/2023,12/5/2024,7.99,454,Drama,5,1,True,722,98,UK,Credit Card,Mandarin,36,3.4,False,Active,4651,Tablet,35-44,Evening,301-500 ,4000-4990 ,Mature Streamers
5013,Claudia,8/26/2023,11/24/2024,15.99,187,Drama,1,1,False,316,10,UK,PayPal,English,8,4.7,False,Active,4397,Smartphone,55+,Late Night,101-200 ,4000-4990 ,Senior Streamers
4211,Kristina,10/7/2024,12/1/2024,7.99,277,Romance,1,3,True,455,120,France,PayPal,Spanish,92,4.7,False,Active,1360,Laptop,18-24,Afternoon,201-300 ,1000-1999 ,Young Streamers
4408,Melissa,9/28/2023,11/30/2024,7.99,257,Romance,3,6,True,985,97,UK,Credit Card,Mandarin,88,3.9,True,Active,4155,Desktop,18-24,Morning,201-300 ,4000-4990 ,Young Streamers
8473,Desiree,2/25/2023,12/12/2024,11.99,12,Documentary,4,6,False,718,100,France,Debit Card,Mandarin,24,4.1,False,Active,1289,Smartphone,18-24,Morning,0-50 ,1000-1999 ,Young Streamers
7510,Audrey,1/15/2023,11/29/2024,7.99,362,Romance,2,4,True,923,57,France,PayPal,German,38,4.8,False,Active,2922,Laptop,35-44,Afternoon,301-500 ,2000-2999 ,Mature Streamers
5376,John,4/7/2023,11/26/2024,7.99,89,Romance,2,4,True,174,178,Germany,PayPal,French,7,3.7,False,Active,28,Laptop,35-44,Morning,51-100 ,0-999 ,Mature Streamers
8005,Ryan,3/8/2023,12/14/2024,7.99,123,Documentary,5,5,True,253,157,UK,PayPal,Spanish,85,4.0,False,Active,3083,Smart TV,45-54,Late Night,101-200 ,3000-3999 ,Older Streamers
7439,Kim,8/25/2023,12/5/2024,15.99,427,Comedy,1,1,False,479,98,USA,PayPal,English,18,3.8,True,Active,547,Tablet,55+,Late Night,301-500 ,0-999 ,Senior Streamers
3699,Lindsey,5/26/2023,11/24/2024,15.99,439,Romance,2,4,False,932,98,France,Cryptocurrency,Hindi,58,4.9,False,Active,239,Tablet,35-44,Afternoon,301-500 ,0-999 ,Mature Streamers
3162,Michael,12/19/2022,12/13/2024,15.99,396,Horror,3,3,True,175,17,USA,Credit Card,French,11,3.4,False,Active,3516,Smartphone,35-44,Evening,301-500 ,3000-3999 ,Mature Streamers
8798,Pamela,4/20/2023,12/15/2024,15.99,453,Horror,5,2,True,591,169,Canada,PayPal,English,72,4.1,True,Active,4031,Tablet,25-34,Evening,301-500 ,4000-4990 ,Adult Streamers
6400,Jonathan,2/27/2024,12/14/2024,11.99,356,Horror,3,2,True,776,40,USA,Credit Card,Mandarin,56,3.4,True,Active,3408,Tablet,35-44,Evening,301-500 ,3000-3999 ,Mature Streamers
9404,Michael,9/10/2023,12/3/2024,15.99,192,Sci-Fi,1,3,True,229,54,Germany,PayPal,Spanish,87,3.1,False,Active,3849,Smart TV,45-54,Afternoon,101-200 ,3000-3999 ,Older Streamers
8151,Mark,6/22/2024,11/24/2024,11.99,483,Romance,3,6,False,730,98,Canada,Cryptocurrency,Mandarin,29,3.8,False,Active,1813,Desktop,35-44,Evening,301-500 ,1000-1999 ,Mature Streamers
7742,James,9/27/2024,11/22/2024,11.99,17,Comedy,2,3,True,312,114,USA,PayPal,German,15,3.6,True,Active,2084,Tablet,18-24,Morning,0-50 ,2000-2999 ,Young Streamers
4553,Janet,6/15/2023,11/27/2024,7.99,272,Documentary,1,6,False,356,126,India,Debit Card,Mandarin,40,4.3,True,Active,749,Smart TV,25-34,Morning,201-300 ,0-999 ,Adult Streamers
6919,Jane,2/25/2023,11/24/2024,7.99,195,Action,4,3,True,49,30,Canada,PayPal,German,68,4.4,False,Active,3157,Smart TV,18-24,Morning,101-200 ,3000-3999 ,Young Streamers
7168,Tammy,1/10/2024,11/21/2024,11.99,416,Sci-Fi,3,1,True,774,55,France,PayPal,French,41,3.3,False,Active,173,Smartphone,18-24,Evening,301-500 ,0-999 ,Young Streamers
6474,Christopher,10/31/2023,11/19/2024,15.99,459,Documentary,5,5,True,961,173,UK,PayPal,German,92,3.7,False,Active,2925,Desktop,55+,Late Night,301-500 ,2000-2999 ,Senior Streamers
4242,Robert,11/6/2023,12/15/2024,7.99,168,Horror,5,3,True,539,48,Canada,Credit Card,Hindi,82,4.3,False,Active,3182,Tablet,25-34,Late Night,101-200 ,3000-3999 ,Adult Streamers
3395,Michael,3/26/2024,11/29/2024,7.99,307,Romance,5,6,False,340,174,India,Cryptocurrency,Mandarin,11,4.5,True,Active,2432,Smart TV,18-24,Evening,301-500 ,2000-2999 ,Young Streamers
8694,Norma,12/14/2023,12/3/2024,15.99,270,Comedy,2,3,True,836,67,Australia,PayPal,French,51,4.5,True,Active,414,Smart TV,18-24,Morning,201-300 ,0-999 ,Young Streamers
7150,Matthew,4/13/2023,12/7/2024,7.99,358,Action,4,6,True,746,200,India,Debit Card,English,35,3.9,True,Active,888,Laptop,45-54,Late Night,301-500 ,0-999 ,Older Streamers
4111,Tyler,4/23/2024,11/27/2024,11.99,301,Sci-Fi,2,2,True,939,21,Germany,Credit Card,Mandarin,83,4.9,False,Active,1058,Smart TV,55+,Morning,301-500 ,1000-1999 ,Senior Streamers
3532,Richard,1/29/2023,12/15/2024,7.99,277,Action,2,4,False,659,150,USA,Debit Card,English,79,3.9,True,Active,2067,Smart TV,45-54,Evening,201-300 ,2000-2999 ,Older Streamers
5375,Wendy,12/31/2022,11/30/2024,15.99,423,Sci-Fi,5,2,True,435,108,UK,Debit Card,English,44,4.6,False,Active,3763,Laptop,45-54,Morning,301-500 ,3000-3999 ,Older Streamers
8881,Taylor,9/16/2024,11/24/2024,11.99,197,Drama,1,5,False,292,169,France,Cryptocurrency,English,3,4.5,False,Active,957,Desktop,45-54,Morning,101-200 ,0-999 ,Older Streamers
1235,William,10/31/2023,11/27/2024,15.99,100,Documentary,2,6,True,103,36,India,Debit Card,Mandarin,68,3.7,False,Active,3003,Tablet,55+,Late Night,51-100 ,3000-3999 ,Senior Streamers
2533,Danielle,11/3/2023,11/23/2024,15.99,338,Action,4,2,False,525,140,Australia,Credit Card,French,75,4.6,True,Active,354,Smart TV,18-24,Afternoon,301-500 ,0-999 ,Young Streamers
2734,Bruce,6/6/2024,12/1/2024,11.99,130,Documentary,1,1,True,428,119,France,Credit Card,French,53,4.5,True,Active,4922,Tablet,35-44,Afternoon,101-200 ,4000-4990 ,Mature Streamers
4129,Erin,12/31/2023,11/25/2024,11.99,383,Horror,5,4,True,711,147,France,PayPal,Mandarin,68,3.9,True,Active,2083,Laptop,18-24,Evening,301-500 ,2000-2999 ,Young Streamers
3762,Michelle,12/28/2023,11/30/2024,11.99,411,Action,5,6,True,887,37,Australia,PayPal,French,66,3.9,True,Active,2098,Desktop,45-54,Late Night,301-500 ,2000-2999 ,Older Streamers
4341,Marie,6/1/2023,12/7/2024,11.99,347,Horror,4,2,True,546,12,Australia,PayPal,Spanish,31,3.1,False,Active,2022,Smartphone,35-44,Evening,301-500 ,2000-2999 ,Mature Streamers
6638,Cory,10/2/2023,12/11/2024,11.99,302,Comedy,4,2,True,417,143,Canada,Debit Card,Mandarin,14,4.7,False,Active,3791,Smartphone,55+,Afternoon,301-500 ,3000-3999 ,Senior Streamers
5861,Angela,5/8/2023,12/3/2024,15.99,361,Romance,3,6,False,407,126,Germany,Debit Card,Spanish,80,4.3,False,Active,728,Laptop,35-44,Late Night,301-500 ,0-999 ,Mature Streamers
8815,Brian,11/13/2023,12/1/2024,7.99,148,Documentary,1,1,True,579,121,France,Cryptocurrency,Spanish,8,3.6,False,Active,3448,Smart TV,45-54,Evening,101-200 ,3000-3999 ,Older Streamers
8793,Lisa,5/18/2024,11/21/2024,7.99,162,Sci-Fi,2,5,True,672,57,Australia,Debit Card,Mandarin,16,4.3,False,Active,3930,Laptop,18-24,Afternoon,101-200 ,3000-3999 ,Young Streamers
3469,Kimberly,8/6/2023,12/18/2024,7.99,379,Drama,3,5,True,377,153,Australia,Cryptocurrency,Mandarin,67,3.6,True,Active,3702,Smartphone,18-24,Afternoon,301-500 ,3000-3999 ,Young Streamers
3654,James,2/24/2024,12/14/2024,15.99,373,Comedy,2,6,True,818,34,Canada,PayPal,English,57,3.8,True,Active,2400,Desktop,45-54,Evening,301-500 ,2000-2999 ,Older Streamers
9555,Brian,8/2/2024,11/22/2024,11.99,354,Documentary,1,1,True,225,1,UK,Cryptocurrency,Hindi,83,4.3,True,Active,548,Tablet,55+,Evening,301-500 ,0-999 ,Senior Streamers
4028,Juan,5/4/2024,12/9/2024,7.99,76,Horror,2,4,True,324,113,Australia,Credit Card,French,87,4.9,False,Active,4702,Laptop,25-34,Morning,51-100 ,4000-4990 ,Adult Streamers
9499,Kevin,4/17/2023,12/14/2024,11.99,316,Action,1,3,False,793,141,USA,PayPal,German,28,3.4,False,Active,2821,Desktop,45-54,Morning,301-500 ,2000-2999 ,Older Streamers
8628,Lori,12/26/2022,11/29/2024,11.99,331,Horror,4,2,True,133,143,UK,PayPal,Spanish,35,4.6,True,Active,484,Laptop,55+,Late Night,301-500 ,0-999 ,Senior Streamers
9942,Michael,8/4/2023,11/20/2024,15.99,418,Documentary,1,5,True,260,161,Canada,Cryptocurrency,English,49,3.6,True,Active,2871,Smart TV,25-34,Late Night,301-500 ,2000-2999 ,Adult Streamers
4044,Cameron,6/4/2023,11/23/2024,15.99,309,Romance,5,5,False,851,166,France,Cryptocurrency,Spanish,66,4.0,True,Active,4783,Laptop,45-54,Afternoon,301-500 ,4000-4990 ,Older Streamers
8143,Mark,5/29/2024,12/11/2024,7.99,252,Drama,3,5,True,105,118,Germany,Debit Card,German,52,4.4,True,Active,2725,Laptop,25-34,Morning,201-300 ,2000-2999 ,Adult Streamers
3984,Daniel,3/21/2023,12/1/2024,15.99,146,Comedy,4,6,False,646,139,Germany,PayPal,German,27,3.7,True,Active,4400,Tablet,18-24,Late Night,101-200 ,4000-4990 ,Young Streamers
9294,Jerry,2/20/2023,11/21/2024,11.99,352,Horror,4,4,True,358,6,Canada,Debit Card,Mandarin,32,3.8,False,Active,2218,Smartphone,25-34,Evening,301-500 ,2000-2999 ,Adult Streamers
4769,Michael,3/6/2024,12/17/2024,7.99,43,Romance,5,3,True,336,135,USA,PayPal,English,70,4.0,True,Active,4552,Smartphone,18-24,Late Night,0-50 ,4000-4990 ,Young Streamers
8864,Michael,3/20/2024,11/29/2024,11.99,440,Drama,4,3,True,80,143,UK,Cryptocurrency,German,2,3.4,False,Active,4125,Tablet,35-44,Late Night,301-500 ,4000-4990 ,Mature Streamers
1857,Brittney,6/4/2024,11/23/2024,15.99,376,Romance,2,2,False,326,89,India,Cryptocurrency,Spanish,84,4.6,True,Active,424,Laptop,55+,Late Night,301-500 ,0-999 ,Senior Streamers
5566,Brian,12/18/2023,12/7/2024,11.99,137,Action,3,6,True,699,70,Germany,PayPal,Spanish,25,3.9,True,Active,2418,Laptop,35-44,Evening,101-200 ,2000-2999 ,Mature Streamers
1373,Elizabeth,3/13/2023,12/12/2024,7.99,301,Action,2,5,False,89,55,USA,Credit Card,French,54,4.2,True,Active,756,Laptop,55+,Late Night,301-500 ,0-999 ,Senior Streamers
6345,Thomas,1/1/2023,12/9/2024,7.99,410,Documentary,1,1,True,909,99,Canada,PayPal,Mandarin,22,3.2,False,Active,754,Smart TV,25-34,Evening,301-500 ,0-999 ,Adult Streamers
3234,Jessica,1/1/2024,12/7/2024,11.99,298,Horror,2,1,False,918,153,Australia,PayPal,Spanish,52,4.4,True,Active,3476,Smart TV,18-24,Morning,201-300 ,3000-3999 ,Young Streamers
6998,Joshua,3/22/2024,12/2/2024,7.99,54,Sci-Fi,4,5,True,285,66,India,Credit Card,English,43,3.8,False,Active,290,Tablet,45-54,Late Night,51-100 ,0-999 ,Older Streamers
5809,Melissa,9/13/2024,11/19/2024,7.99,486,Horror,4,3,False,463,171,UK,Debit Card,French,10,3.2,False,Active,987,Desktop,55+,Evening,301-500 ,0-999 ,Senior Streamers
6522,Bryan,9/10/2023,11/27/2024,11.99,38,Comedy,1,4,True,875,115,Canada,Cryptocurrency,German,75,4.7,True,Active,4972,Smart TV,18-24,Late Night,0-50 ,4000-4990 ,Young Streamers
3892,Amanda,7/21/2023,12/3/2024,7.99,442,Action,3,6,True,875,70,Canada,PayPal,German,96,3.7,False,Active,1628,Desktop,35-44,Evening,301-500 ,1000-1999 ,Mature Streamers
4427,Walter,6/17/2023,11/28/2024,7.99,474,Horror,3,5,True,341,165,Australia,Cryptocurrency,Mandarin,30,4.8,False,Active,1285,Smartphone,45-54,Evening,301-500 ,1000-1999 ,Older Streamers
8145,Samuel,2/10/2023,11/21/2024,15.99,96,Comedy,5,1,True,273,79,UK,PayPal,English,60,4.3,False,Active,1960,Desktop,25-34,Afternoon,51-100 ,1000-1999 ,Adult Streamers
1150,John,10/23/2023,11/29/2024,11.99,160,Horror,5,5,True,352,31,India,PayPal,Hindi,37,3.7,True,Active,771,Tablet,25-34,Afternoon,101-200 ,0-999 ,Adult Streamers
7366,Dylan,6/22/2024,12/15/2024,7.99,451,Comedy,3,3,False,588,147,Germany,Debit Card,German,75,3.3,True,Active,1785,Tablet,45-54,Evening,301-500 ,1000-1999 ,Older Streamers
3004,Joseph,10/22/2024,12/18/2024,11.99,184,Documentary,3,4,False,233,15,Canada,Cryptocurrency,Mandarin,28,3.5,True,Active,2760,Smart TV,45-54,Late Night,101-200 ,2000-2999 ,Older Streamers
9934,Heather,12/28/2023,12/16/2024,15.99,50,Drama,2,6,True,159,131,Australia,Debit Card,Mandarin,49,3.8,False,Active,388,Desktop,25-34,Afternoon,0-50 ,0-999 ,Adult Streamers
1228,Cassandra,3/29/2023,12/14/2024,7.99,299,Horror,3,1,False,488,135,Germany,Debit Card,German,100,4.8,False,Active,2385,Desktop,45-54,Afternoon,201-300 ,2000-2999 ,Older Streamers
